Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
Christian Walker,HOU,115.0,476.0,22.0,59.0,67.0,0.0,0.086134453,0.235294117,0.216470588,0.273972602,0.24,0.319327731,0.456470588,0.3366520082900293,0.3080565698036162,116.84302972691789,-0.3593158097937703,8.942826067192964,-6.785094141960144,1.9462788267769584,Christian Walker,13419,572233
T.J. Rumfield,COL,115.0,464.0,13.0,50.0,59.0,0.0,0.096982758,0.144396551,0.163414634,0.325301204,0.295121951,0.372844827,0.458536585,0.3652760729450604,0.32082113733519185,117.6013240287156,-3.123466493561864,6.757688000423872,-2.941580295562744,1.9188515484835957,T.J. Rumfield,29805,681198
Masyn Winn,STL,110.0,448.0,4.0,45.0,47.0,10.0,0.091517857,0.196428571,0.081424937,0.295454545,0.241730279,0.319196428,0.323155216,0.29059148553226677,0.3047649571713845,83.19693279079362,1.5413151504471898,-7.566431670172722,11.855146408081055,1.9141636158309516,Masyn Winn,27479,691026
Sal Stewart,CIN,117.0,506.0,25.0,64.0,87.0,12.0,0.102766798,0.221343873,0.220720721,0.280254777,0.254504504,0.33201581,0.475225225,0.3459413699894787,0.3459022989078444,113.29574273943841,-2.1786261163651943,5.961056874955389,-3.6625500917434692,1.9029707980508372,Sal Stewart,31505,701398
Chandler Simpson,TBR,110.0,440.0,0.0,48.0,23.0,31.0,0.045454545,0.088636363,0.05882353,0.331550802,0.303921568,0.33256351,0.362745098,0.306993085572681,0.26265757551817137,94.68055803187431,5.224454438313842,2.5087997680734864,0.4546356201171875,1.897669882590658,Chandler Simpson,31912,802415
Wyatt Langford,TEX,66.0,283.0,13.0,39.0,31.0,8.0,0.067137809,0.226148409,0.218390805,0.298913043,0.260536398,0.318021201,0.478927203,0.3448032557753708,0.30466728075654265,123.37167134828,0.7204750189557672,8.394655300583349,0.16399264335632324,1.8974764364980388,Wyatt Langford,33333,694671
Carter Jensen,KCR,110.0,436.0,16.0,53.0,55.0,1.0,0.098623853,0.295871559,0.191214471,0.291497975,0.22739018,0.302752293,0.418604651,0.313651276730943,0.2832220754315776,97.14731287110526,0.751485513523221,-0.6916144746648341,3.692047268152237,1.8869242476533512,Carter Jensen,29478,695600
Casey Schmitt,SFG,98.0,409.0,21.0,47.0,55.0,9.0,0.026894865,0.198044009,0.211886305,0.290657439,0.271317829,0.300733496,0.483204134,0.3352765974168684,0.3545897387755298,113.31320678074701,0.44319870974868536,7.031149652424262,-2.0955469608306885,1.8513417594176438,Casey Schmitt,27577,669477
Michael Busch,CHC,118.0,531.0,14.0,52.0,63.0,2.0,0.128060263,0.220338983,0.147321428,0.302180685,0.247767857,0.357815442,0.395089285,0.3368586319797444,0.33606555866745286,113.78021251259945,-3.125642883591354,5.7274456477352675,-4.809240818023682,1.8449846360363575,Michael Busch,26319,683737
Tyler Soderstrom,ATH,106.0,439.0,19.0,56.0,55.0,1.0,0.118451025,0.195899772,0.229765013,0.268817204,0.245430809,0.339407744,0.475195822,0.3509717817964225,0.3316172187928515,123.3669128179705,-0.7160830553621054,11.185963637102205,-9.05202054977417,1.809638287276166,Tyler Soderstrom,27467,691016
Joe Mack,MIA,72.0,229.0,11.0,31.0,34.0,0.0,0.061135371,0.253275109,0.19138756,0.271428571,0.23444976,0.288888888,0.42583732,0.31173744757970173,0.3115276421440972,93.90584956046669,-0.4718487309291959,-2.1603174697824885,12.49963665008545,1.8074436405877758,Joe Mack,29780,691788
Travis Bazzana,CLE,86.0,370.0,9.0,37.0,36.0,17.0,0.118918918,0.224324324,0.144200627,0.295652173,0.24137931,0.337837837,0.385579937,0.3219554668196495,0.30201504990580297,107.21792490893452,3.452468002215028,6.551099098451017,-2.122783660888672,1.7927974529521624,Travis Bazzana,34967,683953
Francisco Alvarez,NYM,81.0,300.0,13.0,29.0,29.0,0.0,0.106666666,0.27,0.187739463,0.31547619,0.252873563,0.342281879,0.440613026,0.3434692446631615,0.3466836948587437,119.68256170801001,-0.0867608729749918,7.057334561007624,0.4511388838291168,1.7535944284684792,Francisco Alvarez,26121,682626
Kody Clemens,MIN,104.0,420.0,20.0,54.0,55.0,8.0,0.059523809,0.223809523,0.233766233,0.252747252,0.231168831,0.287081339,0.464935064,0.3222449895003431,0.32295774896460844,105.44030761489512,0.9920509625226259,3.6431657896354626,-1.4230577945709229,1.7494821479906668,Kody Clemens,20572,665019
Zack Gelof,ATH,67.0,247.0,11.0,41.0,29.0,8.0,0.056680161,0.251012145,0.202643172,0.331168831,0.273127753,0.326530612,0.475770925,0.34836544820240567,0.2900092042522666,121.54986734075177,1.795596313662827,7.971454935290292,0.34071558713912964,1.741804043552654,Zack Gelof,29766,680869
Brandon Valenzuela,TOR,67.0,215.0,8.0,22.0,21.0,1.0,0.102325581,0.274418604,0.157068062,0.288,0.230366492,0.308411214,0.387434554,0.3082945096158536,0.3151971335723021,97.1020415267858,-0.29340365156531334,-1.0163172747753129,10.45494532585144,1.740343321394675,Brandon Valenzuela,23813,678218
Jac Caglianone,KCR,110.0,426.0,20.0,51.0,49.0,4.0,0.063380281,0.265258215,0.215736041,0.320610687,0.26395939,0.316901408,0.479695431,0.34415710657974924,0.3592416561351103,118.41492047238262,0.6658129803836346,9.767779590099437,-7.965139389038086,1.7287685902027605,Jac Caglianone,35041,695506
Zach Neto,LAA,115.0,515.0,20.0,74.0,51.0,14.0,0.095145631,0.320388349,0.192560175,0.304029304,0.225382932,0.310679611,0.417943107,0.31977934596139634,0.2998887149446424,103.29315003715114,-2.737301057204604,-0.7695301378683801,-0.6899805068969727,1.7196855587902866,Zach Neto,31347,687263
Jacob Wilson,ATH,76.0,324.0,7.0,35.0,36.0,4.0,0.037037037,0.11728395,0.123376623,0.287878787,0.269480519,0.300309597,0.392857142,0.30349190390146924,0.2855482249987831,90.2655870375822,0.21412465162575245,-3.4452811123093063,8.721964597702026,1.7122541364573978,Jacob Wilson,33266,805779
Rafael Devers,SFG,118.0,499.0,24.0,61.0,64.0,0.0,0.096192384,0.264529058,0.226457399,0.295918367,0.248878923,0.320641282,0.475336322,0.3407380518287119,0.3264627205189053,116.96457413420376,-0.8483302220702171,9.393743051787714,-8.896832048892975,1.6965613408345015,Rafael Devers,17350,646240
Ketel Marte,ARI,113.0,500.0,20.0,61.0,64.0,4.0,0.076,0.154,0.193832599,0.252077562,0.244493392,0.306,0.438325991,0.32091624827931825,0.346407994567624,100.39314795159194,0.36565486807376146,0.6034869253295261,-0.18063879013061523,1.692323754068854,Ketel Marte,13613,606466
Nolan Arenado,ARI,112.0,434.0,17.0,54.0,54.0,3.0,0.092165898,0.207373271,0.184895833,0.267857142,0.239583333,0.320276497,0.424479166,0.3253396451473236,0.2987388380718895,103.35050064507816,-1.5744572542607784,0.18485855946581786,2.3568263053894043,1.6902162867506314,Nolan Arenado,9777,571448
Taylor Ward,- - -,117.0,529.0,7.0,65.0,30.0,4.0,0.164461247,0.20415879,0.099307159,0.30529595,0.242494226,0.374291115,0.341801385,0.3288566841120059,0.3418869772411528,112.53663516826104,-4.144632093732071,3.5500813458284792,-5.992808610200882,1.6704254099299616,Taylor Ward,17548,621493
Dominic Canzone,SEA,104.0,344.0,18.0,41.0,49.0,1.0,0.090116279,0.206395348,0.237785016,0.268181818,0.250814332,0.325581395,0.488599348,0.3493794640253859,0.36306523997881257,131.7856397373878,-0.8301471304148436,11.856451218590193,-7.831330180168152,1.657454163023527,Dominic Canzone,26438,686527
Manny Machado,SDP,116.0,492.0,23.0,60.0,70.0,2.0,0.111788617,0.223577235,0.207459207,0.224422442,0.212121212,0.297352342,0.419580419,0.30998297206691056,0.3313443219220197,97.7246527093358,-3.077670704573393,-4.432102583259364,4.719903513789177,1.6521934246780081,Manny Machado,11493,592518
William Contreras,MIL,109.0,468.0,11.0,56.0,59.0,1.0,0.083333333,0.143162393,0.123809524,0.288184438,0.264285714,0.329059829,0.388095238,0.31425174197246286,0.32722315294989224,97.64621358609922,-2.1812874106690288,-3.51406375521517,4.335590481758118,1.6273358037506953,William Contreras,20503,661388
Cam Smith,HOU,116.0,427.0,15.0,49.0,42.0,10.0,0.081967213,0.245901639,0.167979003,0.260377358,0.22047244,0.29342723,0.388451443,0.3001137482168529,0.3290687001906952,91.36982078550814,3.197181702591479,-1.0784814260455216,1.6820378303527832,1.6103847713169817,Cam Smith,35108,701358
Esmerlyn Valdez,PIT,50.0,197.0,14.0,28.0,38.0,0.0,0.16751269,0.370558375,0.329192547,0.328947368,0.242236024,0.370558375,0.571428571,0.39947154800298856,0.34966766047598746,152.02918235367153,-0.8223927868530154,11.578632643910716,-2.213491752743721,1.6027622264873618,Esmerlyn Valdez,29005,699013
Curtis Mead,- - -,88.0,329.0,17.0,49.0,48.0,6.0,0.118541033,0.191489361,0.245614036,0.268292682,0.252631578,0.352583586,0.498245614,0.3695743507889629,0.3582600936567856,133.91677081909668,-0.6762817455455661,12.821263848275906,-7.746447091456503,1.6022776948236679,Curtis Mead,23986,678554
Jake Mangum,PIT,97.0,349.0,4.0,44.0,27.0,21.0,0.05444126,0.183381088,0.088328076,0.366533864,0.302839116,0.355491329,0.391167192,0.3313231818917869,0.29226749075397457,106.46719456700342,2.4659916488453746,5.196765433259714,-0.8120837602764368,1.5973677487168219,Jake Mangum,26202,663968
Kazuma Okamoto,TOR,116.0,475.0,24.0,61.0,70.0,1.0,0.084210526,0.311578947,0.203747073,0.280155642,0.224824355,0.298947368,0.428571428,0.3179382227596484,0.30418405633223683,103.82530419421772,-2.1752351196482778,-0.06701779687831833,-1.1717495918273926,1.5970444023048245,Kazuma Okamoto,37123,672960
Oneil Cruz,PIT,64.0,283.0,14.0,45.0,44.0,21.0,0.106007067,0.346289752,0.208,0.376811594,0.264,0.349823321,0.472,0.3571023421355414,0.3580096391794075,123.70238084072743,2.378061038441956,10.49370112126826,-4.122291445732117,1.5818177106926912,Oneil Cruz,21711,665833
Luis Torrens,NYM,71.0,216.0,4.0,26.0,27.0,1.0,0.069444444,0.194444444,0.123076923,0.275167785,0.23076923,0.29906542,0.353846153,0.2920058611954484,0.28678823866934144,85.27566125216556,0.23443582653999331,-3.613554064190848,11.782813787460327,1.5437500202033836,Luis Torrens,15905,620443
Cole Carrigg,COL,50.0,196.0,5.0,35.0,30.0,6.0,0.117346938,0.204081632,0.206060607,0.354838709,0.296969696,0.384615384,0.503030303,0.37900462144397085,0.3341118214661593,126.7798266800539,0.7437135614454746,7.0942177129235855,1.7092347145080566,1.5423096719465457,Cole Carrigg,33253,694249
Jung Hoo Lee,SFG,108.0,437.0,8.0,56.0,45.0,8.0,0.041189931,0.102974828,0.141809291,0.316666666,0.298288508,0.334096109,0.440097799,0.33677351092855773,0.3122941113393241,114.31399900848724,0.8638302646577358,8.431929024672796,-7.508973121643066,1.5354001777378221,Jung Hoo Lee,33824,808982
Esteury Ruiz,MIA,75.0,154.0,5.0,30.0,10.0,27.0,0.116883116,0.292207792,0.214285715,0.363636363,0.261904761,0.381578947,0.476190476,0.37642153156431096,0.3121447061237536,137.15172048405663,5.363081814721227,12.28527989277544,-2.2114717960357666,1.5330322677352592,Esteury Ruiz,21780,665923
Samuel Antonacci,CHW,97.0,386.0,8.0,59.0,34.0,14.0,0.07253886,0.150259067,0.129129129,0.309701492,0.273273273,0.365535248,0.402402402,0.344692967423571,0.35188009106893864,121.60053557983505,0.28107307758182287,9.955107211547038,-8.891145467758179,1.508502587115363,Samuel Antonacci,35101,803011
Jose Caballero,NYY,100.0,353.0,12.0,38.0,41.0,28.0,0.059490084,0.240793201,0.149068323,0.289473684,0.242236024,0.296296296,0.391304347,0.30204651039889735,0.2773868219996735,93.28069521867391,3.2072703391313553,0.45522973446710147,1.7001555562019348,1.499849456890409,Jose Caballero,23401,676609
A.J. Ewing,NYM,78.0,320.0,7.0,36.0,28.0,15.0,0.09375,0.25,0.134751773,0.338383838,0.262411347,0.334384858,0.39716312,0.3236083538750369,0.324778150684826,106.4041558538726,0.7755575170740485,3.2550125811260657,1.0505956709384918,1.4936624790312847,A.J. Ewing,33656,805999
Nolan Schanuel,LAA,98.0,409.0,7.0,39.0,41.0,1.0,0.092909535,0.134474327,0.11634349,0.303630363,0.274238227,0.349633251,0.390581717,0.32967863120776225,0.3328085155533695,110.19458871940562,-1.3885736772790551,3.449236334673974,-3.4718494415283203,1.4813734330283408,Nolan Schanuel,33189,694384
Mickey Moniak,COL,80.0,298.0,19.0,40.0,52.0,1.0,0.05033557,0.251677852,0.287272727,0.306451612,0.276363636,0.315436241,0.563636363,0.36999618527073186,0.3007461496647572,120.75705192662325,1.640200492925942,9.124071732750576,-4.263666063547134,1.4775461658612818,Mickey Moniak,19956,666160
Xander Bogaerts,SDP,113.0,450.0,9.0,46.0,41.0,16.0,0.117777777,0.182222222,0.097435897,0.254125412,0.22051282,0.315555555,0.317948717,0.2883421879568716,0.31765760694231304,83.25626267183135,1.701916796155274,-7.414187537862425,7.3318376541137695,1.4759881809316058,Xander Bogaerts,12161,593428
Joc Pederson,TEX,106.0,355.0,21.0,48.0,44.0,2.0,0.109859154,0.230985915,0.252427184,0.267942583,0.249190938,0.336158192,0.501618122,0.35975050723586477,0.35043458155126817,133.7923771725422,-0.8645010553300381,13.054333997866987,-11.206539750099182,1.4758060176923646,Joc Pederson,11899,592626
Blaze Alexander,BAL,82.0,246.0,4.0,31.0,29.0,9.0,0.06504065,0.219512195,0.126696833,0.396341463,0.312217194,0.367768595,0.438914027,0.3537160447524296,0.3608071784011456,129.6250693702031,1.7220629882067442,10.177776774655287,-4.454157173633575,1.474781473145362,Blaze Alexander,23789,677942
JJ Bleday,CIN,89.0,373.0,20.0,45.0,47.0,6.0,0.142091152,0.217158176,0.234920635,0.236111111,0.225396825,0.338709677,0.46031746,0.34826072753279036,0.3573175513226053,114.84639679164042,-0.5193096287548542,6.180682096523476,-3.853816717863083,1.4671433040233746,JJ Bleday,26368,668709
Maikel Garcia,KCR,69.0,294.0,3.0,32.0,30.0,5.0,0.081632653,0.153061224,0.111940299,0.301801801,0.261194029,0.319727891,0.373134328,0.3067936102549235,0.31622763393687553,92.36638540919837,0.87958874553442,-1.724365512403356,5.65635472536087,1.466599352912739,Maikel Garcia,22715,672580
Ozzie Albies,ATL,118.0,506.0,19.0,71.0,63.0,2.0,0.067193675,0.144268774,0.173245614,0.264,0.258771929,0.310276679,0.432017543,0.32036237338982004,0.28314084112049337,100.52727082936835,-0.8616667846217752,-0.5388704214747686,-1.5152382850646973,1.4600754439021386,Ozzie Albies,16556,645277
Brooks Lee,MIN,113.0,453.0,17.0,52.0,61.0,7.0,0.070640176,0.165562913,0.177458034,0.254601226,0.239808153,0.296460176,0.417266187,0.3115774481433683,0.2692177358981782,98.00326739094538,-0.22003826033324003,-1.269517625228771,-0.5361323356628418,1.4595554747943345,Brooks Lee,31595,686797
Colt Keith,DET,108.0,339.0,8.0,42.0,31.0,5.0,0.064896755,0.18879056,0.147435897,0.314049586,0.269230769,0.321533923,0.416666666,0.323083292945648,0.3307528298282059,106.54156916558615,2.0629586866125464,4.635944709995513,-2.406721830368042,1.456576794436973,Colt Keith,27899,690993
Keibert Ruiz,WSN,78.0,269.0,7.0,37.0,39.0,2.0,0.048327137,0.115241635,0.167330677,0.291666666,0.278884462,0.31598513,0.446215139,0.32830422227062395,0.28119767601810286,106.3194735988073,-4.075036980211735,-2.0183056922265363,7.10554575920105,1.404968192399012,Keibert Ruiz,19610,660688
Paul Goldschmidt,NYY,87.0,328.0,16.0,37.0,44.0,1.0,0.073170731,0.240853658,0.203333334,0.281553398,0.246666666,0.307926829,0.45,0.32832743797098096,0.3054979242430143,111.60284733749386,-0.3102964833378792,4.105349151903919,-2.1473183631896973,1.3890787333676355,Paul Goldschmidt,9218,502671
Joey Ortiz,MIL,97.0,282.0,5.0,29.0,29.0,8.0,0.088652482,0.180851063,0.116,0.279187817,0.24,0.305755395,0.356,0.293955925342848,0.2969525014753822,84.07702914094241,-0.5568064115941525,-5.989529630825185,10.49413013458252,1.388564108240169,Joey Ortiz,25493,687401
Francisco Lindor,NYM,62.0,270.0,10.0,33.0,29.0,3.0,0.103703703,0.196296296,0.184100418,0.261363636,0.234309623,0.322222222,0.418410041,0.32650273751329495,0.3437284681532118,108.33925539479274,-0.37610213551670313,2.3480754154195487,2.5235944762825966,1.3863316932434897,Francisco Lindor,12916,596019
Kyle Stowers,MIA,94.0,399.0,16.0,44.0,52.0,1.0,0.095238095,0.313283208,0.219373219,0.325471698,0.242165242,0.326633165,0.461538461,0.3407998453788083,0.33066589663727114,113.33611163620752,0.25138683896511793,6.68932037773603,-6.033882088959217,1.3828326351858715,Kyle Stowers,26151,669065
Ernie Clement,TOR,116.0,471.0,9.0,49.0,39.0,4.0,0.031847133,0.099787685,0.126666667,0.298994974,0.284444444,0.307855626,0.411111111,0.312704214118342,0.26786508763090094,100.17633471799951,-0.9234970444813371,-0.8271331094839505,-2.5183207988739014,1.368170689351297,Ernie Clement,20352,676391
Bo Bichette,NYM,118.0,511.0,11.0,57.0,59.0,1.0,0.060665362,0.183953033,0.114649681,0.302949061,0.263269639,0.307240704,0.37791932,0.301112856766949,0.318581465178845,91.36432991261266,-1.7890532854944468,-7.128070406617775,3.8900980949401855,1.3561057455411172,Bo Bichette,19612,666182
Colton Cowser,BAL,104.0,282.0,9.0,31.0,30.0,8.0,0.131205673,0.301418439,0.128630705,0.281879194,0.211618257,0.316725978,0.340248962,0.29826845583966616,0.32271182240116214,90.96893153431542,1.3648788891732693,-1.5900295903170152,4.825357258319855,1.352180573942359,Colton Cowser,29591,681297
Carson Kelly,CHC,88.0,311.0,7.0,40.0,42.0,0.0,0.106109324,0.167202572,0.116363636,0.305555555,0.265454545,0.350482315,0.381818181,0.3290304677662742,0.31903230722310844,108.54653278351878,-2.2607344770804048,0.9551076706407153,2.141602098941803,1.340965060411965,Carson Kelly,13620,608348
Evan Carter,TEX,99.0,332.0,8.0,39.0,31.0,14.0,0.126506024,0.234939759,0.133093525,0.238341968,0.194244604,0.307692307,0.327338129,0.29004091024398804,0.29268507737379806,85.19326145550377,2.730816309340298,-2.972839143084464,4.308718919754028,1.3402827399432753,Evan Carter,27790,694497
Matt Chapman,SFG,84.0,352.0,7.0,35.0,42.0,0.0,0.105113636,0.230113636,0.133550488,0.292792792,0.234527687,0.323863636,0.368078175,0.30852086302901266,0.28589994057841683,95.42511183488091,-1.2039571525529027,-3.1523095780764967,4.718523025512695,1.3204735587563154,Matt Chapman,16505,656305
Michael Massey,KCR,98.0,324.0,9.0,39.0,39.0,2.0,0.049382716,0.163580246,0.162790698,0.286885245,0.262458471,0.295031055,0.425249169,0.3104770240946586,0.29461475632945944,94.93433391493834,-0.9623368484899402,-2.8666455871281196,4.266968250274658,1.3178195250796474,Michael Massey,27684,686681
Wade Meckler,LAA,60.0,189.0,3.0,23.0,20.0,4.0,0.089947089,0.222222222,0.111111111,0.388888888,0.304093567,0.37037037,0.415204678,0.34934125060126897,0.3136856038734396,123.90268568798328,1.0384456338360906,6.28005070737631,-0.29039108753204346,1.2950808181157345,Wade Meckler,31490,685133
Dalton Rushing,LAD,74.0,245.0,12.0,37.0,36.0,0.0,0.093877551,0.285714285,0.221198156,0.31617647,0.253456221,0.334693877,0.474654377,0.35194993286716697,0.34306618019386576,122.6089123329138,0.3861724752932787,7.087951828924852,-2.329221725463867,1.292374769176641,Dalton Rushing,31382,687221
Daylen Lile,WSN,118.0,488.0,15.0,60.0,61.0,11.0,0.057377049,0.19057377,0.173333334,0.277456647,0.246666666,0.297131147,0.42,0.31080517240128724,0.31207837391292115,94.62012492881823,1.3324256176128983,-1.843983133236374,-1.3193411827087402,1.287833788759889,Daylen Lile,29995,695734
Jonny DeLuca,TBR,72.0,229.0,8.0,30.0,34.0,12.0,0.043668122,0.213973799,0.179723502,0.3,0.258064516,0.290748898,0.437788018,0.31547291609684275,0.2803247594623314,100.59240206322961,1.5851989453658462,1.7426000717868932,2.337236523628235,1.2458516166615063,Jonny DeLuca,26365,676356
